Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     602/602         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [10]
[14]     0.0    0.00    0.00     602         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [14]
                0.00    0.00     602/602         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [13]
                0.00    0.00     602/602         std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [12]
-----------------------------------------------
                0.00    0.00     307/307         std::_List_node<Citizen>::_M_valptr() [17]
[15]     0.0    0.00    0.00     307         __gnu_cxx::__aligned_membuf<Citizen>::_M_ptr() [15]
                0.00    0.00     307/307         __gnu_cxx::__aligned_membuf<Citizen>::_M_addr() [16]
-----------------------------------------------
                0.00    0.00     307/307         __gnu_cxx::__aligned_membuf<Citizen>::_M_ptr() [15]
[16]     0.0    0.00    0.00     307         __gnu_cxx::__aligned_membuf<Citizen>::_M_addr() [16]
-----------------------------------------------
                0.00    0.00      45/307         std::_List_iterator<Citizen>::operator*() const [53]
                0.00    0.00      46/307         std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_clear() [178]
                0.00    0.00      46/307         std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
                0.00    0.00     170/307         std::_List_iterator<Citizen>::operator->() const [22]
[17]     0.0    0.00    0.00     307         std::_List_node<Citizen>::_M_valptr() [17]
                0.00    0.00     307/307         __gnu_cxx::__aligned_membuf<Citizen>::_M_ptr() [15]
-----------------------------------------------
                0.00    0.00       4/190         std::__cxx11::list<Citizen, std::allocator<Citizen> >::begin() [95]
                0.00    0.00     186/190         std::__cxx11::list<Citizen, std::allocator<Citizen> >::end() [19]
[18]     0.0    0.00    0.00     190         std::_List_iterator<Citizen>::_List_iterator(std::__detail::_List_node_base*) [18]
-----------------------------------------------
                0.00    0.00       1/186         Citizen::Citizen_Data_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [135]
                0.00    0.00      46/186         Citizen_Data_View() [120]
                0.00    0.00      46/186         Citizen_Data_Modify() [122]
                0.00    0.00      46/186         std::__cxx11::list<Citizen, std::allocator<Citizen> >::push_back(Citizen const&) [50]
                0.00    0.00      47/186         list_to_file() [115]
[19]     0.0    0.00    0.00     186         std::__cxx11::list<Citizen, std::allocator<Citizen> >::end() [19]
                0.00    0.00     186/190         std::_List_iterator<Citizen>::_List_iterator(std::__detail::_List_node_base*) [18]
-----------------------------------------------
                0.00    0.00      46/185         Citizen::Citizen_Data_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [135]
                0.00    0.00      46/185         Citizen_Data_View() [120]
                0.00    0.00      46/185         Citizen_Data_Modify() [122]
                0.00    0.00      47/185         list_to_file() [115]
[20]     0.0    0.00    0.00     185         std::operator!=(std::_List_iterator<Citizen> const&, std::_List_iterator<Citizen> const&) [20]
-----------------------------------------------
                0.00    0.00      46/184         void std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_insert<Citizen const&>(std::_List_iterator<Citizen>, Citizen const&) [49]
                0.00    0.00      46/184         std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
                0.00    0.00      46/184         void std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::construct<Citizen, Citizen const&>(std::allocator<std::_List_node<Citizen> >&, Citizen*, Citizen const&) [44]
                0.00    0.00      46/184         void __gnu_cxx::new_allocator<std::_List_node<Citizen> >::construct<Citizen, Citizen const&>(Citizen*, Citizen const&) [36]
[21]     0.0    0.00    0.00     184         Citizen const& std::forward<Citizen const&>(std::remove_reference<Citizen const&>::type&) [21]
-----------------------------------------------
                0.00    0.00      47/170         Citizen_Data_View() [120]
                0.00    0.00      47/170         Citizen_Data_Modify() [122]
                0.00    0.00      76/170         list_to_file() [115]
[22]     0.0    0.00    0.00     170         std::_List_iterator<Citizen>::operator->() const [22]
                0.00    0.00     170/307         std::_List_node<Citizen>::_M_valptr() [17]
-----------------------------------------------
                0.00    0.00     139/139         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
[23]     0.0    0.00    0.00     139         std::char_traits<char>::compare(char const*, char const*, unsigned long) [23]
-----------------------------------------------
                0.00    0.00       2/139         login_page() [112]
                0.00    0.00      45/139         Citizen::Citizen_Data_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [135]
                0.00    0.00      46/139         Citizen_Data_View() [120]
                0.00    0.00      46/139         Citizen_Data_Modify() [122]
[24]     0.0    0.00    0.00     139         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
                0.00    0.00     139/139         std::char_traits<char>::compare(char const*, char const*, unsigned long) [23]
-----------------------------------------------
                0.00    0.00      45/137         Citizen::Citizen_Data_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [135]
                0.00    0.00      46/137         Citizen_Data_View() [120]
                0.00    0.00      46/137         Citizen_Data_Modify() [122]
[25]     0.0    0.00    0.00     137         Citizen::ret_ssid[abi:cxx11]() [25]
-----------------------------------------------
                0.00    0.00      45/136         Citizen_Data_View() [120]
                0.00    0.00      45/136         Citizen_Data_Modify() [122]
                0.00    0.00      46/136         list_to_file() [115]
[26]     0.0    0.00    0.00     136         std::_List_iterator<Citizen>::operator++(int) [26]
-----------------------------------------------
                0.00    0.00       2/104         Citizen::Citizen_Data_Modify(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [136]
                0.00    0.00      12/104         Citizen::Citizen_Data_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [135]
                0.00    0.00      14/104         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [61]
                0.00    0.00      76/104         list_to_file() [115]
[27]     0.0    0.00    0.00     104         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [27]
-----------------------------------------------
                0.00    0.00       1/93          Zone_1_Citizen_Register() [125]
                0.00    0.00       1/93          file_to_list() [114]
                0.00    0.00      45/93          Citizen::Citizen_Data_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [135]
                0.00    0.00      46/93          void __gnu_cxx::new_allocator<std::_List_node<Citizen> >::destroy<Citizen>(Citizen*) [34]
[28]     0.0    0.00    0.00      93         Citizen::~Citizen() [28]
-----------------------------------------------
                0.00    0.00      46/92          std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_clear() [178]
                0.00    0.00      46/92          std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
[29]     0.0    0.00    0.00      92         std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_get_Node_allocator() [29]
-----------------------------------------------
                0.00    0.00      45/91          Citizen::Citizen_Data_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [135]
                0.00    0.00      46/91          void __gnu_cxx::new_allocator<std::_List_node<Citizen> >::construct<Citizen, Citizen const&>(Citizen*, Citizen const&) [36]
[30]     0.0    0.00    0.00      91         Citizen::Citizen(Citizen const&) [30]
-----------------------------------------------
                0.00    0.00      76/76          list_to_file() [115]
[31]     0.0    0.00    0.00      76         Citizen::ret_zone_id[abi:cxx11]() [31]
-----------------------------------------------
                0.00    0.00       5/51          void __gnu_cxx::new_allocator<std::_List_node<Authenticate> >::construct<Authenticate, Authenticate const&>(Authenticate*, Authenticate const&) [74]
                0.00    0.00      46/51          void __gnu_cxx::new_allocator<std::_List_node<Citizen> >::construct<Citizen, Citizen const&>(Citizen*, Citizen const&) [36]
[32]     0.0    0.00    0.00      51         operator new(unsigned long, void*) [32]
-----------------------------------------------
                0.00    0.00      46/46          std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::deallocate(std::allocator<std::_List_node<Citizen> >&, std::_List_node<Citizen>*, unsigned long) [41]
[33]     0.0    0.00    0.00      46         __gnu_cxx::new_allocator<std::_List_node<Citizen> >::deallocate(std::_List_node<Citizen>*, unsigned long) [33]
-----------------------------------------------
                0.00    0.00      46/46          void std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::destroy<Citizen>(std::allocator<std::_List_node<Citizen> >&, Citizen*) [42]
[34]     0.0    0.00    0.00      46         void __gnu_cxx::new_allocator<std::_List_node<Citizen> >::destroy<Citizen>(Citizen*) [34]
                0.00    0.00      46/93          Citizen::~Citizen() [28]
-----------------------------------------------
                0.00    0.00      46/46          std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::allocate(std::allocator<std::_List_node<Citizen> >&, unsigned long) [43]
[35]     0.0    0.00    0.00      46         __gnu_cxx::new_allocator<std::_List_node<Citizen> >::allocate(unsigned long, void const*) [35]
                0.00    0.00      46/46          __gnu_cxx::new_allocator<std::_List_node<Citizen> >::_M_max_size() const [37]
-----------------------------------------------
                0.00    0.00      46/46          void std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::construct<Citizen, Citizen const&>(std::allocator<std::_List_node<Citizen> >&, Citizen*, Citizen const&) [44]
[36]     0.0    0.00    0.00      46         void __gnu_cxx::new_allocator<std::_List_node<Citizen> >::construct<Citizen, Citizen const&>(Citizen*, Citizen const&) [36]
                0.00    0.00      46/184         Citizen const& std::forward<Citizen const&>(std::remove_reference<Citizen const&>::type&) [21]
                0.00    0.00      46/51          operator new(unsigned long, void*) [32]
                0.00    0.00      46/91          Citizen::Citizen(Citizen const&) [30]
-----------------------------------------------
                0.00    0.00      46/46          __gnu_cxx::new_allocator<std::_List_node<Citizen> >::allocate(unsigned long, void const*) [35]
[37]     0.0    0.00    0.00      46         __gnu_cxx::new_allocator<std::_List_node<Citizen> >::_M_max_size() const [37]
-----------------------------------------------
                0.00    0.00      46/46          std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
[38]     0.0    0.00    0.00      46         std::__allocated_ptr<std::allocator<std::_List_node<Citizen> > >::__allocated_ptr(std::allocator<std::_List_node<Citizen> >&, std::_List_node<Citizen>*) [38]
                0.00    0.00      46/46          std::allocator<std::_List_node<Citizen> >* std::__addressof<std::allocator<std::_List_node<Citizen> > >(std::allocator<std::_List_node<Citizen> >&) [51]
-----------------------------------------------
                0.00    0.00      46/46          std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
[39]     0.0    0.00    0.00      46         std::__allocated_ptr<std::allocator<std::_List_node<Citizen> > >::~__allocated_ptr() [39]
-----------------------------------------------
                0.00    0.00      46/46          std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
[40]     0.0    0.00    0.00      46         std::__allocated_ptr<std::allocator<std::_List_node<Citizen> > >::operator=(decltype(nullptr)) [40]
-----------------------------------------------
                0.00    0.00      46/46          std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_put_node(std::_List_node<Citizen>*) [47]
[41]     0.0    0.00    0.00      46         std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::deallocate(std::allocator<std::_List_node<Citizen> >&, std::_List_node<Citizen>*, unsigned long) [41]
                0.00    0.00      46/46          __gnu_cxx::new_allocator<std::_List_node<Citizen> >::deallocate(std::_List_node<Citizen>*, unsigned long) [33]
-----------------------------------------------
                0.00    0.00      46/46          std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_clear() [178]
[42]     0.0    0.00    0.00      46         void std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::destroy<Citizen>(std::allocator<std::_List_node<Citizen> >&, Citizen*) [42]
                0.00    0.00      46/46          void __gnu_cxx::new_allocator<std::_List_node<Citizen> >::destroy<Citizen>(Citizen*) [34]
-----------------------------------------------
                0.00    0.00      46/46          std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_get_node() [45]
[43]     0.0    0.00    0.00      46         std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::allocate(std::allocator<std::_List_node<Citizen> >&, unsigned long) [43]
                0.00    0.00      46/46          __gnu_cxx::new_allocator<std::_List_node<Citizen> >::allocate(unsigned long, void const*) [35]
-----------------------------------------------
                0.00    0.00      46/46          std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
[44]     0.0    0.00    0.00      46         void std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::construct<Citizen, Citizen const&>(std::allocator<std::_List_node<Citizen> >&, Citizen*, Citizen const&) [44]
                0.00    0.00      46/184         Citizen const& std::forward<Citizen const&>(std::remove_reference<Citizen const&>::type&) [21]
                0.00    0.00      46/46          void __gnu_cxx::new_allocator<std::_List_node<Citizen> >::construct<Citizen, Citizen const&>(Citizen*, Citizen const&) [36]
-----------------------------------------------
                0.00    0.00      46/46          std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
[45]     0.0    0.00    0.00      46         std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_get_node() [45]
                0.00    0.00      46/46          std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::allocate(std::allocator<std::_List_node<Citizen> >&, unsigned long) [43]
-----------------------------------------------
                0.00    0.00      46/46          void std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_insert<Citizen const&>(std::_List_iterator<Citizen>, Citizen const&) [49]
[46]     0.0    0.00    0.00      46         std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_inc_size(unsigned long) [46]
-----------------------------------------------
                0.00    0.00      46/46          std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_clear() [178]
[47]     0.0    0.00    0.00      46         std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_put_node(std::_List_node<Citizen>*) [47]
                0.00    0.00      46/46          std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::deallocate(std::allocator<std::_List_node<Citizen> >&, std::_List_node<Citizen>*, unsigned long) [41]
-----------------------------------------------
                0.00    0.00      46/46          void std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_insert<Citizen const&>(std::_List_iterator<Citizen>, Citizen const&) [49]
[48]     0.0    0.00    0.00      46         std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
                0.00    0.00      46/46          std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_get_node() [45]
                0.00    0.00      46/92          std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_get_Node_allocator() [29]
                0.00    0.00      46/184         Citizen const& std::forward<Citizen const&>(std::remove_reference<Citizen const&>::type&) [21]
                0.00    0.00      46/46          std::__allocated_ptr<std::allocator<std::_List_node<Citizen> > >::__allocated_ptr(std::allocator<std::_List_node<Citizen> >&, std::_List_node<Citizen>*) [38]
                0.00    0.00      46/307         std::_List_node<Citizen>::_M_valptr() [17]
                0.00    0.00      46/46          void std::allocator_traits<std::allocator<std::_List_node<Citizen> > >::construct<Citizen, Citizen const&>(std::allocator<std::_List_node<Citizen> >&, Citizen*, Citizen const&) [44]
                0.00    0.00      46/46          std::__allocated_ptr<std::allocator<std::_List_node<Citizen> > >::operator=(decltype(nullptr)) [40]
                0.00    0.00      46/46          std::__allocated_ptr<std::allocator<std::_List_node<Citizen> > >::~__allocated_ptr() [39]
-----------------------------------------------
                0.00    0.00      46/46          std::__cxx11::list<Citizen, std::allocator<Citizen> >::push_back(Citizen const&) [50]
[49]     0.0    0.00    0.00      46         void std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_insert<Citizen const&>(std::_List_iterator<Citizen>, Citizen const&) [49]
                0.00    0.00      46/184         Citizen const& std::forward<Citizen const&>(std::remove_reference<Citizen const&>::type&) [21]
                0.00    0.00      46/46          std::_List_node<Citizen>* std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_create_node<Citizen const&>(Citizen const&) [48]
                0.00    0.00      46/46          std::__cxx11::_List_base<Citizen, std::allocator<Citizen> >::_M_inc_size(unsigned long) [46]
-----------------------------------------------
                0.00    0.00       1/46          Zone_1_Citizen_Register() [125]
                0.00    0.00      45/46          file_to_list() [114]
[50]     0.0    0.00    0.00      46         std::__cxx11::list<Citizen, std::allocator<Citizen> >::push_back(Citizen const&) [50]
                0.00    0.00      46/186         std::__cxx11::list<Citizen, std::allocator<Citizen> >::end() [19]
                0.00    0.00      46/46          void std::__cxx11::list<Citizen, std::allocator<Citizen> >::_M_insert<Citizen const&>(std::_List_iterator<Citizen>, Citizen const&) [49]
-----------------------------------------------
                0.00    0.00      46/46          std::__allocated_ptr<std::allocator<std::_List_node<Citizen> > >::__allocated_ptr(std::allocator<std::_List_node<Citizen> >&, std::_List_node<Citizen>*) [38]
[51]     0.0    0.00    0.00      46         std::allocator<std::_List_node<Citizen> >* std::__addressof<std::allocator<std::_List_node<Citizen> > >(std::allocator<std::_List_node<Citizen> >&) [51]
-----------------------------------------------
                0.00    0.00      45/45          file_to_list() [114]
[52]     0.0    0.00    0.00      45         Citizen::Initial_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [52]
-----------------------------------------------
                0.00    0.00      45/45          Citizen::Citizen_Data_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [135]
[53]     0.0    0.00    0.00      45         std::_List_iterator<Citizen>::operator*() const [53]
                0.00    0.00      45/307         std::_List_node<Citizen>::_M_valptr() [17]
-----------------------------------------------
                0.00    0.00      45/45          Citizen::Citizen_Data_Create(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [135]
[54]     0.0    0.00    0.00      45         std::_List_iterator<Citizen>::operator++() [54]
-----------------------------------------------
                0.00    0.00      31/31          std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [56]
[55]     0.0    0.00    0.00      31         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [55]
                0.00    0.00      31/31          __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [58]
                0.00    0.00      31/31          __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [57]
                0.00    0.00      31/31          __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [59]
-----------------------------------------------
                0.00    0.00       2/31          Citizen_Data_Modify() [122]
                0.00    0.00       7/31          Dynaland_Central_Representative() [126]
                0.00    0.00      11/31          Data_Maintainance() [121]
                0.00    0.00      11/31          main [6]
[56]     0.0    0.00    0.00      31         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [56]
                0.00    0.00      31/31          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [55]
-----------------------------------------------
                0.00    0.00      31/31          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [55]
[57]     0.0    0.00    0.00      31         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [57]
-----------------------------------------------
                0.00    0.00      31/31          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [55]
[58]     0.0    0.00    0.00      31         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [58]
-----------------------------------------------
                0.00    0.00      31/31          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [55]
[59]     0.0    0.00    0.00      31         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [59]
-----------------------------------------------
                0.00    0.00       5/20          void std::__cxx11::list<Authenticate, std::allocator<Authenticate> >::_M_insert<Authenticate const&>(std::_List_iterator<Authenticate>, Authenticate const&) [88]
                0.00    0.00       5/20          std::_List_node<Authenticate>* std::__cxx11::list<Authenticate, std::allocator<Authenticate> >::_M_create_node<Authenticate const&>(Authenticate const&) [87]
                0.00    0.00       5/20          void std::allocator_traits<std::allocator<std::_List_node<Authenticate> > >::construct<Authenticate, Authenticate const&>(std::allocator<std::_List_node<Authenticate> >&, Authenticate*, Authenticate const&) [83]
                0.00    0.00       5/20          void __gnu_cxx::new_allocator<std::_List_node<Authenticate> >::construct<Authenticate, Authenticate const&>(Authenticate*, Authenticate const&) [74]
[60]     0.0    0.00    0.00      20         Authenticate const& std::forward<Authenticate const&>(std::remove_reference<Authenticate const&>::type&) [60]
-----------------------------------------------
                0.00    0.00       1/14          check_gender(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [113]
                0.00    0.00       1/14          check_house_type(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [118]
                0.00    0.00       1/14          check_area_type(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [116]
                0.00    0.00       2/14          Dynaland_Central_Representative() [126]
                0.00    0.00       3/14          Data_Maintainance() [121]
                0.00    0.00       3/14          Dynaland_Zone_Wise_Registration() [127]
                0.00    0.00       3/14          main [6]
[61]     0.0    0.00    0.00      14         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [61]
                0.00    0.00      14/104         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [27]
-----------------------------------------------
                0.00    0.00      11/11          std::_List_node<Authenticate>::_M_valptr() [64]
[62]     0.0    0.00    0.00      11         __gnu_cxx::__aligned_membuf<Authenticate>::_M_ptr() [62]
                0.00    0.00      11/11          __gnu_cxx::__aligned_membuf<Authenticate>::_M_addr() [63]
-----------------------------------------------
                0.00    0.00      11/11          __gnu_cxx::__aligned_membuf<Authenticate>::_M_ptr() [62]
[63]     0.0    0.00    0.00      11         __gnu_cxx::__aligned_membuf<Authenticate>::_M_addr() [63]
-----------------------------------------------
                0.00    0.00       1/11          std::_List_iterator<Authenticate>::operator*() const [141]
                0.00    0.00       5/11          std::__cxx11::_List_base<Authenticate, std::allocator<Authenticate> >::_M_clear() [173]
                0.00    0.00       5/11          std::_List_node<Authenticate>* std::__cxx11::list<Authenticate, std::allocator<Authenticate> >::_M_create_node<Authenticate const&>(Authenticate const&) [87]
[64]     0.0    0.00    0.00      11         std::_List_node<Authenticate>::_M_valptr() [64]
                0.00    0.00      11/11          __gnu_cxx::__aligned_membuf<Authenticate>::_M_ptr() [62]
-----------------------------------------------
                0.00    0.00       5/10          std::__cxx11::_List_base<Authenticate, std::allocator<Authenticate> >::_M_clear() [173]
                0.00    0.00       5/10          std::_List_node<Authenticate>* std::__cxx11::list<Authenticate, std::allocator<Authenticate> >::_M_create_node<Authenticate const&>(Authenticate const&) [87]
[65]     0.0    0.00    0.00      10         std::__cxx11::_List_base<Authenticate, std::allocator<Authenticate> >::_M_get_Node_allocator() [65]
-----------------------------------------------
                0.00    0.00       1/7           login_page() [112]
                0.00    0.00       1/7           file_to_list() [114]
                0.00    0.00       5/7           void __gnu_cxx::new_allocator<std::_List_node<Authenticate> >::destroy<Authenticate>(Authenticate*) [72]
[66]     0.0    0.00    0.00       7         Authenticate::~Authenticate() [66]
-----------------------------------------------
                0.00    0.00       1/7           std::__cxx11::list<Authenticate, std::allocator<Authenticate> >::begin() [181]
                0.00    0.00       6/7           std::__cxx11::list<Authenticate, std::allocator<Authenticate> >::end() [69]
[67]     0.0    0.00    0.00       7         std::_List_iterator<Authenticate>::_List_iterator(std::__detail::_List_node_base*) [67]
-----------------------------------------------
                0.00    0.00       1/6           login_page() [112]
                0.00    0.00       5/6           void __gnu_cxx::new_allocator<std::_List_node<Authenticate> >::construct<Authenticate, Authenticate const&>(Authenticate*, Authenticate const&) [74]
[68]     0.0    0.00    0.00       6         Authenticate::Authenticate(Authenticate const&) [68]
-----------------------------------------------
                0.00    0.00       1/6           login_page() [112]
                0.00    0.00       5/6           std::__cxx11::list<Authenticate, std::allocator<Authenticate> >::push_back(Authenticate const&) [89]
[69]     0.0    0.00    0.00       6         std::__cxx11::list<Authenticate, std::allocator<Authenticate> >::end() [69]
                0.00    0.00       6/7           std::_List_iterator<Authenticate>::_List_iterator(std::__detail::_List_node_base*) [67]
-----------------------------------------------
                0.00    0.00       5/5           file_to_list() [114]
[70]     0.0    0.00    0.00       5         Authenticate::create_account(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [70]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<std::_List_node<Authenticate> > >::deallocate(std::allocator<std::_List_node<Authenticate> >&, std::_List_node<Authenticate>*, unsigned long) [80]
[71]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<std::_List_node<Authenticate> >::deallocate(std::_List_node<Authenticate>*, unsigned long) [71]
-----------------------------------------------
                0.00    0.00       5/5           void std::allocator_traits<std::allocator<std::_List_node<Authenticate> > >::destroy<Authenticate>(std::allocator<std::_List_node<Authenticate> >&, Authenticate*) [81]
[72]     0.0    0.00    0.00       5         void __gnu_cxx::new_allocator<std::_List_node<Authenticate> >::destroy<Authenticate>(Authenticate*) [72]
                0.00    0.00       5/7           Authenticate::~Authenticate() [66]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<std::_List_node<Authenticate> > >::allocate(std::allocator<std::_List_node<Authenticate> >&, unsigned long) [82]
